epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.04902224706838218,0.9190833333333334,0.9183870197663591,0.9180188671070159,0.9180577592101693,0.006458087943409949,0.9603,0.960154461037118,0.9599805874783176,0.9599503178614567
2,0.004002099519370373,0.9623166666666667,0.9619991821912148,0.9620083963401665,0.9619977777070374,0.005936917619839134,0.957,0.9586345270330018,0.9560134815815076,0.9566156008529504
3,0.0023804132549571175,0.9703,0.9700438036191003,0.9700505781764621,0.9700441121662953,0.0033659570831431054,0.9695,0.9691759773109789,0.969460281585178,0.9691458151789192
4,0.001605771472321923,0.97585,0.9756511499961732,0.9756710126518453,0.9756598456136922,0.002179924835879168,0.9764,0.9761337698263783,0.9763975164680536,0.9762011377494556
5,0.0012579734965859036,0.97825,0.978069051540915,0.9781120433686628,0.9780897010244743,0.0019937251975302144,0.9773,0.9773172450360302,0.9771074498375137,0.9771541008889969
6,0.0008830996349292945,0.9815,0.981375250207361,0.9813690452086469,0.9813710692110771,0.00184931021497659,0.9786,0.9787830110914559,0.9781247021242152,0.978390148139596
7,0.0004945893443152036,0.9854833333333334,0.9854014242842805,0.9854001928451324,0.985398882150266,0.0035918660591990185,0.9682,0.9689570393815593,0.9682360387558591,0.9681323136180839
8,0.0007559492277932549,0.9824833333333334,0.9823536024037782,0.982336086112317,0.982343859329214,0.0013986594968803897,0.9796,0.9797736293155788,0.9791934253768868,0.9793655526001279
9,0.0003979784296122034,0.9876166666666667,0.9875068618117553,0.987503566529023,0.9875034641149713,0.0008172051647648962,0.9847,0.9846706845719124,0.9845021784373783,0.9845748841480232
10,0.0005621085985424433,0.9854333333333334,0.9853544527514885,0.9853652040017732,0.9853589714410772,0.0015310216690595777,0.9792,0.9791467200054281,0.9790418076490648,0.9790529636616494
