epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,1.8543737452189129,0.10953333333333333,0.20429476929341242,0.10524458733298578,0.02871921572572546,1.839054740275057,0.1363,0.19633907308952683,0.13443191899969703,0.0650253146396716
2,1.8067040424982708,0.35386666666666666,0.5118292362481752,0.34886311562747413,0.2956661200525885,1.752525015380055,0.5425,0.5063341297543585,0.5359584918343577,0.47069327717002274
3,1.5732742261886596,0.5873333333333334,0.541994014732178,0.5769343273761838,0.5146411344603534,1.2610682959373767,0.6002,0.5351645963157851,0.5891618553673558,0.5245631177738292
4,0.8706418012301127,0.6332833333333333,0.6774800984695795,0.6217843799315037,0.5663592155476,0.5632263975211987,0.6867,0.7260173911661102,0.6756712169750607,0.6333160809762182
5,0.42619905349413556,0.7254,0.7497860707724329,0.715575410984851,0.690271509522667,0.3197495365342774,0.768,0.7838422577592792,0.7596025964029189,0.7458887241095247
6,0.2674825132151445,0.7868333333333334,0.7962591750581016,0.7800071451920686,0.7734258335730209,0.21904813794615552,0.8164,0.8203478658234445,0.8109915493883836,0.8081962149620173
7,0.19194780548413595,0.8197333333333333,0.8229106866427063,0.8149026662697951,0.8133831902259165,0.1662331394398936,0.84,0.8409235335282291,0.8360307612814527,0.8352151263894226
8,0.15010769107043742,0.83945,0.8404761146603306,0.8356840087802716,0.8353103211654783,0.13494623963313457,0.855,0.8547989030493784,0.8516894043465678,0.8512934715758946
9,0.12416796864469846,0.8527333333333333,0.8526379366946575,0.8496645943054757,0.8496396907765489,0.1148142964213182,0.8636,0.8628199784512922,0.8606834599253036,0.860464489945285
10,0.10671220799038808,0.86105,0.8606178024113561,0.8583266068414639,0.8584002889282493,0.10092198062753573,0.8688,0.8676858533636327,0.8661747022509545,0.8660005232379019
