epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.10617325131357935,0.8764333333333333,0.8771886691419601,0.8748491906655641,0.8754694431487333,0.010818312853745252,0.9424,0.9429031746716561,0.9412374830696045,0.94151589785931
2,0.005713958348948268,0.9522,0.9519161165961506,0.9517780682440456,0.9518254261778442,0.0034985185837257066,0.9649,0.9648639706859357,0.9646414450031943,0.964685387472791
3,0.002386305210254748,0.9656833333333333,0.9655096331273096,0.9654485818010856,0.9654737351748821,0.0019490340418079626,0.9697,0.9698995606936647,0.9694879764539941,0.9695673951012218
4,0.0015653098530446514,0.9708166666666667,0.9706401880134541,0.9706290009912711,0.9706313168095111,0.0020030705773143717,0.9733,0.9736096851011586,0.9730894538508947,0.9731476332767324
5,0.0010020075873284986,0.9757166666666667,0.9756065123425064,0.9755183351948131,0.9755586784854788,0.0010750701894757326,0.9773,0.9772611055352385,0.9770283491516787,0.9770546914785957
6,0.0010285751284408982,0.97635,0.9762400286687875,0.9762086548628248,0.9762218714656739,0.0014758705345987698,0.9777,0.9775670781454991,0.9778031349351753,0.977610852235858
7,0.0007224946916936649,0.9787833333333333,0.9786743889549893,0.9786218232151898,0.9786449178041607,0.0014479584823569199,0.9747,0.9754850963873608,0.9743809495990681,0.9746408976442986
8,0.0005468954177521805,0.9812166666666666,0.9811048861779552,0.9811165846040781,0.9811090374367659,0.001144130212503807,0.9813,0.9813703738119297,0.9809609004369271,0.981092950939235
9,0.0004772067442412332,0.9832833333333333,0.9832003931919479,0.9831639116716392,0.9831793189601816,0.0009770064464032099,0.9819,0.9821542152659457,0.9817211577868109,0.9818128067318685
10,0.00036121102104669424,0.9845666666666667,0.9844854931577883,0.9844361443229396,0.9844589844684559,0.0006738308078302986,0.9823,0.9824543071278329,0.9819184178842015,0.9820542771707259
