epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.7058103637208542,0.6488666666666667,0.6979168645840439,0.6428002341324665,0.6398777776401331,0.10219906829446317,0.8695,0.8690869732511081,0.8671598306062711,0.8669113345878513
2,0.06967117461723586,0.87955,0.8784587326970883,0.8775788759636711,0.8775969771946555,0.05526001217548911,0.8956,0.8945836071563791,0.8940601323470062,0.8939843867670719
3,0.04466951119105021,0.89665,0.8955482467642251,0.8951275423369605,0.8951302294649427,0.0420207415602617,0.9056,0.9043611045734019,0.9045698102300092,0.9043226714042178
4,0.03503210977086176,0.9048333333333334,0.9038527240865666,0.9035568079080054,0.9035662749043778,0.03463140031267837,0.9126,0.9115705075826724,0.9115950218746317,0.9114150463724329
5,0.02900763258881246,0.9119166666666667,0.9110372358003799,0.9107540784051732,0.9107845986312,0.02926789623246857,0.9184,0.9175778768596705,0.9174957856173791,0.9174013967986193
6,0.024775960004345204,0.9171833333333334,0.9163318508609329,0.9161628951841548,0.9161653199443556,0.02536486794837076,0.9239,0.9232130904753092,0.9230927968398989,0.9230394518837762
7,0.021536282952999076,0.9226333333333333,0.9218715705758657,0.9217294895573772,0.9217316832770098,0.022322186778557934,0.9293,0.9288657042818457,0.9285511390910617,0.9285690544422069
8,0.018565428949543276,0.9267333333333333,0.9260097493353558,0.9258860085652392,0.9258997082168279,0.019782729940540193,0.9318,0.9314455968299772,0.9311915435058747,0.9311879025932661
9,0.016378864683556215,0.9305166666666667,0.9298656914893833,0.9297757671251821,0.9297789456003157,0.017653272121214005,0.9337,0.9332528597820275,0.9330386988129351,0.9330407736173528
10,0.014868665213269803,0.93345,0.9328383769500762,0.9327157340475646,0.9327379918825722,0.016005727696424242,0.9381,0.9376939751463855,0.9375763280738496,0.9375473825249303
