epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.06928436955328167,0.9025,0.9023442864747311,0.9014521529088299,0.9016982628848144,0.005684515564658264,0.9604,0.9600949973841869,0.9603822505502675,0.9601347107097299
2,0.004478843918233361,0.9618666666666666,0.9616941134261783,0.9615899966260582,0.9616313149331726,0.0035036696943029043,0.9654,0.9664511397824411,0.9646818347786947,0.9651010248584532
3,0.0022959118656520937,0.9713666666666667,0.97123918333257,0.9711884248719939,0.971208044263182,0.0015625664384664368,0.979,0.9791897021265555,0.9787373028126056,0.978840119116378
4,0.0017085411600680951,0.9747333333333333,0.9745952536799578,0.9745586446753641,0.9745731690547309,0.0008581425051666165,0.9824,0.9822506507369433,0.9823249709146129,0.9822531012852751
5,0.0011543216926873526,0.9789166666666667,0.9788215007756895,0.9787826733488421,0.9787994264135416,0.0008825700134922719,0.9827,0.9828658010689285,0.9826317275498762,0.9826673231690066
6,0.0009270572408677215,0.98135,0.9812375255176935,0.9812147944441307,0.9812238320788904,0.0007078454753471175,0.9859,0.9858815384058858,0.9857507885906053,0.9857869677119162
7,0.0008665307736916134,0.9834333333333334,0.983395828677353,0.9833293772129297,0.9833611076608989,0.0014707512470201953,0.9779,0.9780402090055602,0.977913696253362,0.9779312837412759
8,0.0005119790156587347,0.9865666666666667,0.9864957319600627,0.9864695249378206,0.9864818906672422,0.0015063543816459626,0.9797,0.979832091366492,0.9798245516306145,0.9796998223556542
9,0.00043035481690823055,0.98745,0.9873626934790881,0.9873572080273479,0.9873586380512307,0.0008705155230157033,0.9828,0.9828253446739067,0.9826089348786244,0.9826404603345221
10,0.00028414285455323636,0.9892166666666666,0.9891666467947671,0.989164369033154,0.9891645779914271,0.0007603724040808394,0.9859,0.9861756306841036,0.9856407105196882,0.9858732143516061
