epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.29962603354663736,0.91205,0.9118447448932334,0.910804498939053,0.911067032593569,0.11046042585164119,0.9658,0.9656764951815682,0.9655646317887967,0.9655174229540083
2,0.09465890577229769,0.9707833333333333,0.9705674483134876,0.970576182725947,0.970569945167508,0.07056002694799025,0.9787,0.9785204791084509,0.9786988349102688,0.978561510680748
3,0.06329356460744685,0.98035,0.9802232416652229,0.9802400336748349,0.9802301567976404,0.061195408956557035,0.98,0.98007388897163,0.9797579063351354,0.9798717548144656
4,0.04791146459262461,0.9851666666666666,0.9850995022190714,0.9850619639292937,0.9850798470273517,0.05664915113582329,0.9825,0.9825166981687552,0.982505233532937,0.9824046674395241
5,0.03816174138415563,0.9883333333333333,0.9882859047632803,0.9882879553096601,0.988285548178645,0.04562720683088917,0.986,0.9859773744382959,0.9858531050211358,0.9858978321666934
6,0.03166577696508821,0.9899333333333333,0.9898924674075096,0.9898844031780744,0.9898878706165603,0.04850798776776642,0.9845,0.984381265067048,0.9844058103171189,0.9843693627425567
7,0.027019220184838114,0.9915166666666667,0.9914869828533137,0.9914792072914056,0.9914826803967298,0.04448443490776061,0.986,0.9859966917740582,0.9857997995838694,0.9858722530779659
8,0.02202787807004388,0.9929333333333333,0.9929102455964438,0.9928935374685215,0.9929014711024878,0.040976980705213495,0.9878,0.9877169252942475,0.9877666172137032,0.9877191753853551
9,0.019951931513989392,0.9933166666666666,0.9932957314472673,0.9933030306432642,0.9932990002381864,0.045199213778525205,0.9858,0.9857425243507087,0.985697764465409,0.9856936330390994
10,0.016789385979147583,0.9944666666666667,0.9944436391976177,0.994440771892136,0.9944420241637328,0.048790340109975384,0.9851,0.9848052147597883,0.9850011124797712,0.9848516476000606
