epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,2.3029186078389485,0.10441666666666667,0.010441666666666667,0.1,0.01890892628084207,2.301874994850768,0.1028,0.010280000000000001,0.1,0.018643453028654333
2,2.301263870112101,0.10441666666666667,0.010441666666666667,0.1,0.01890892628084207,2.3002708818965827,0.1028,0.010280000000000001,0.1,0.018643453028654333
3,2.2996417556762694,0.1307,0.043935651583619575,0.12332631527111557,0.04808758029675668,2.2985199868869475,0.2049,0.04221002626065917,0.18903889336464458,0.06868436746030619
4,2.297565093866984,0.15566666666666668,0.03577929574074125,0.1415102596840854,0.05324079138841411,2.295918331359522,0.1248,0.0471210236702568,0.11100138843655187,0.037863641501484836
5,2.294423143895467,0.1165,0.04799710151502411,0.10395849960095771,0.02755511708379883,2.2919892617307913,0.1162,0.04696323638600734,0.10262645914396887,0.025417572545673995
6,2.289048455174764,0.11973333333333333,0.1582293297348793,0.10707626565397192,0.03314026872427138,2.2844067998587514,0.1304,0.18342852139330462,0.11662550623362185,0.049957007896131736
7,2.277071753438314,0.18738333333333335,0.4640145850466152,0.17457180371830217,0.1339528775317925,2.265189738319324,0.2913,0.47177957170444956,0.2789582029249376,0.2506585003780429
8,2.236551937611898,0.43295,0.5155190427955981,0.42288917964800116,0.38123797785017116,2.181037712401856,0.5336,0.6099228718249702,0.5277384799053174,0.45708836581847834
9,1.9117082186381023,0.5722333333333334,0.646688856942784,0.5677982556972767,0.5208988259853002,1.3621224302072494,0.7051,0.7199145199055095,0.6967452193340133,0.6784669164561931
10,0.9224923977692921,0.7659166666666667,0.7657931466165375,0.7600618043809719,0.7562089608874055,0.6446284477512676,0.8271,0.8247858853335757,0.8239235998235745,0.8236414463429119
