epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.27281399681468804,0.9130333333333334,0.9134926875771802,0.9122011631962487,0.9124974131020183,0.07506724335329486,0.9752,0.9752777916039486,0.974948388493322,0.9750656963074041
2,0.0800535694014902,0.9750833333333333,0.9749620551346874,0.9749450576486698,0.9749488113654753,0.058115023715788285,0.9813,0.9812727873577778,0.9814851311802875,0.9812987942257797
3,0.05493907353690205,0.9835166666666667,0.9834380894568268,0.9833865278607584,0.9834108009326608,0.04160124778527258,0.9856,0.9855252345418913,0.9854920605689019,0.9854652883358446
4,0.04250211698274749,0.9868,0.9867194458090613,0.9866947854589234,0.9867065048710538,0.03943429680222875,0.9872,0.9871784002520148,0.9869750175346994,0.987049016911443
5,0.03602542060147971,0.9883,0.9882327912538031,0.988232362675187,0.9882320228272476,0.040328424050180105,0.9877,0.9876905994179287,0.9877124674028254,0.9876396403175536
6,0.028528769189313366,0.99085,0.990803644296175,0.9908018365024953,0.9908020484993427,0.032929249338704045,0.9889,0.9887673406782413,0.9887238557038851,0.9887215727861852
7,0.02433326388547624,0.9922,0.9921626724482037,0.9921437700541818,0.9921528328338795,0.03014895142459704,0.9896,0.9895798673344851,0.9894234583166515,0.9894872701823341
8,0.021392592323996845,0.9927833333333334,0.9927445743511866,0.9927163243140467,0.9927302939095032,0.03200310872072962,0.9898,0.9897306197876334,0.9896781255604313,0.9896761521528779
9,0.01874372632752202,0.9935666666666667,0.9935497955386898,0.9935361487164934,0.9935428207640999,0.03397620848025067,0.9898,0.9897378653809069,0.9896209575223697,0.9896495365542698
10,0.01604621387801235,0.9947833333333334,0.99476792451841,0.994748535000463,0.9947581253957882,0.03735936892933797,0.989,0.9888833669274588,0.9887948477631046,0.9888226250023745
