epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,1.8663304251352946,0.09871666666666666,0.009871666666666666,0.1,0.017969449205891722,1.8651815569058012,0.098,0.0098,0.1,0.01785063752276867
2,1.8635061717351278,0.13628333333333334,0.04976172133184563,0.13609862123021946,0.0618812222380114,1.8626659205927254,0.2243,0.06813311353417487,0.22289887592745616,0.10418218842457161
3,1.8614082048416138,0.17128333333333334,0.12088253505416857,0.16476327574184285,0.0819986625647048,1.8603871276203436,0.2342,0.1155806562143152,0.2190114250287539,0.12569146136311232
4,1.859028281021118,0.15368333333333334,0.08624588580542163,0.13982208022787285,0.05682993258216527,1.8574038264088737,0.1154,0.02333696741134754,0.10184824902723735,0.023881219053890356
5,1.8555200542449952,0.11311666666666667,0.021880397772541853,0.10071827613727055,0.021678041743931172,1.852792438607627,0.1157,0.02895515238030936,0.10214007782101167,0.024432318098647193
6,1.8489673175811767,0.11966666666666667,0.13301286957706943,0.10699296537437535,0.03144623254215101,1.8427670089581523,0.1362,0.21784676747795148,0.12210274117629842,0.047592020036946306
7,1.8326196146011353,0.20975,0.331047909863894,0.19514090204227852,0.13326424201115622,1.8145981280567547,0.3033,0.44519745394779664,0.28661626489697006,0.2179726899813062
8,1.7629344508488973,0.4054333333333333,0.5260933163635396,0.3925488932581025,0.3263159682989928,1.644393603641766,0.4753,0.6059497767942296,0.46202701197402496,0.4223813022685373
9,1.0199103892008463,0.6493166666666667,0.6871425101677838,0.6416113396621043,0.6284295525753438,0.33100898994710115,0.7756,0.7798044324909574,0.7701148312917334,0.7662349276631002
10,0.2178596543053786,0.7912666666666667,0.7904985694126472,0.7872879684048383,0.786497452059841,0.15426780288211836,0.8268,0.8257803800797342,0.8235357774927727,0.8232197054854027
