epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.024970866744250225,0.94625,0.9458159426065537,0.945753911631836,0.9457715328518399,0.009361291415562448,0.9617,0.9632870785198335,0.9612244906806124,0.9614532581550902
2,0.012127976791586344,0.9584333333333334,0.9582193289521888,0.9581472464735106,0.9581741185187553,0.0042074261024748275,0.9716,0.9716750434965793,0.9714961506192727,0.9714690115859458
3,0.004391247929170175,0.9715,0.9713753208266098,0.9713590205805487,0.9713627598864966,0.003384708854998469,0.9742,0.9742290286614665,0.9740117458095175,0.9740412914497047
4,0.002201857395855017,0.9759833333333333,0.975841339644503,0.9758663801374808,0.9758506600669463,0.007591126590693085,0.9537,0.954218627033808,0.9540177657281061,0.9533330519300394
5,0.014053767097695031,0.9648333333333333,0.9646524914498876,0.9647061802727451,0.9646642119653016,0.002208509615038028,0.9817,0.9816709347905481,0.9817285611630109,0.9816732227504016
6,0.00164670279597053,0.9791166666666666,0.9789767911862682,0.979029485360918,0.9789980615660209,0.0038997691739227004,0.9755,0.9753029836678089,0.9754676818094377,0.9751133542115251
7,0.007929315597641139,0.9719833333333333,0.9718544515856454,0.9718720784566985,0.9718518286049822,0.005726817602368949,0.9737,0.9736121913528553,0.9737737841964581,0.9736087949839064
8,0.003206985317812954,0.9757166666666667,0.9755753129096062,0.975611583220814,0.975585951212062,0.004010262883696095,0.9764,0.9765173313680922,0.9762423430718317,0.9761964720617199
9,0.011738700159816904,0.9681833333333333,0.9681060733506669,0.9681274771363355,0.9681014486578107,0.0071491755861008205,0.9691,0.9690377665792008,0.9690896017648051,0.968879962407498
10,0.0027836868772427277,0.9761666666666666,0.9761532788730862,0.9760557098688023,0.9760719091340031,0.002631868965135992,0.9811,0.9809744916335926,0.9810427024003596,0.9809698774276967
