epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.34745290455446126,0.8910166666666667,0.8911835497988886,0.8896999725380301,0.8901083279377904,0.11101215424247465,0.9635,0.9629448983882284,0.9634694471706682,0.9630914358256082
2,0.10231296497005929,0.9677833333333333,0.9675859949830761,0.9675315896023701,0.9675535052708119,0.06551638535026663,0.9786,0.9785092366068469,0.9784358910006743,0.9783792941366081
3,0.06965362586489102,0.9783333333333334,0.9781998313245838,0.9781682272343097,0.9781811611645747,0.04976553391983323,0.9835,0.9835139238527691,0.9833378905186066,0.9834075849139927
4,0.05342760633554127,0.9830166666666666,0.9828626256286093,0.9828592314563391,0.982858919302353,0.04643910060605927,0.9846,0.9847024854742642,0.984495490609261,0.9845551130263995
5,0.0446771891887681,0.9856666666666667,0.9855978292232793,0.9855566414084033,0.9855753486402138,0.03915307386941888,0.987,0.9868459958873483,0.98695746592365,0.9868746875386337
6,0.037082478076456364,0.9882,0.9881345985402061,0.9880948894954779,0.9881137209288653,0.043578790041216155,0.9865,0.9866376436139467,0.986271880153145,0.9864019941982068
7,0.03204860901824935,0.98945,0.9893779824025197,0.9893685126702592,0.9893727273382016,0.03984182579129112,0.9869,0.9870906495430309,0.9865291715701907,0.9867597649298153
8,0.027469198957716337,0.99075,0.9907137625398457,0.9906933510677535,0.9907025995540705,0.037469102059076484,0.9886,0.9884393116805169,0.9885274901071683,0.988432702090317
9,0.023950338168530788,0.9920833333333333,0.992040293646256,0.9920247157473003,0.992032119675241,0.03200267663618387,0.9898,0.9898447914750577,0.9896968292773979,0.9897605633615493
10,0.020036044835229902,0.9933833333333333,0.9933492084800559,0.9933281085011204,0.9933383254012842,0.03926865627387192,0.9875,0.9874997246084666,0.9872229658627821,0.9873248611263434
