epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,1.3160798120260238,0.6316833333333334,0.6949998281815992,0.6246419456440973,0.6239232546971025,0.4578152966861146,0.8749,0.8733507932368978,0.8726089281122273,0.8723608430944354
2,0.3660865006724993,0.89635,0.895322934287908,0.8948273884430552,0.8948614729714578,0.29030180839113534,0.916,0.9151658211582714,0.9151881014271523,0.9148353885263427
3,0.25785966107845304,0.9245666666666666,0.9239372124011622,0.9237001609343874,0.9237502857098358,0.21056732340171314,0.9344,0.9341279793728063,0.9337840565704371,0.9338517382620323
4,0.194357000207901,0.9427333333333333,0.9423777499413989,0.9422224489971555,0.9422764253210719,0.16130927478531584,0.9518,0.9516353732321431,0.9516842448737363,0.9515327151169608
5,0.1520061240911484,0.9551,0.9548623436153301,0.9548002156431249,0.9548182137535516,0.1288529832151156,0.9612,0.9611911927815721,0.9610468045497216,0.9610127296361005
6,0.12434711821973324,0.9634333333333334,0.9632629372604405,0.9632531449828756,0.9632493969116422,0.10830754909542398,0.9676,0.9676077836432277,0.9674883805536956,0.9674721933818649
7,0.10572431882222494,0.9684833333333334,0.9683635763860187,0.9683339139651801,0.9683442690750257,0.09358399829264885,0.9707,0.9707373054214031,0.9704352071609229,0.9705074888136958
8,0.09205552379836639,0.9729166666666667,0.9727929831450541,0.9727804436666059,0.9727821901012639,0.0806564395434964,0.9763,0.9762314526315752,0.9762075054497181,0.9762006132987642
9,0.08233763936484853,0.9753833333333334,0.9753235561865816,0.9752671919800951,0.9752924748921051,0.07373316458964976,0.9769,0.976872552704991,0.9767808797218281,0.9767874709487128
10,0.07465400240495801,0.9781,0.9780404162529148,0.9780018114354269,0.9780183408734949,0.06674878215885903,0.9779,0.9778990241827342,0.9777654395263768,0.9777932720039008
