epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,2.298013777875189,0.12398333333333333,0.14476614319723813,0.12472643180568341,0.05617905689353091,2.2932380475815695,0.2192,0.14204551172691654,0.21136490334697294,0.11518732325934078
2,2.288263352186695,0.24048333333333333,0.3226761270583252,0.23128123242656023,0.13420664183139458,2.282333053601016,0.2484,0.280643769862932,0.23871680704925913,0.16650743645131344
3,2.275231177618763,0.30745,0.3882605557290149,0.29758591255449074,0.2523188159489821,2.265952278853981,0.3735,0.3924743819954244,0.36360467441052136,0.32492086573978385
4,2.2534231158461906,0.42695,0.5507319850967596,0.4156837674385259,0.3688721223501224,2.236228907943531,0.4624,0.5362688565506708,0.4511539680849356,0.3935392150990641
5,2.2102918652837467,0.4853,0.5309184867918847,0.473110201691698,0.4220854286654105,2.1734731880722533,0.5007,0.5350950287465633,0.489741445171033,0.4461056173200051
6,2.114694260203762,0.49315,0.5410718704809743,0.4813732667173964,0.4413255047418021,2.0331826210021973,0.4915,0.5494518496840974,0.4803670582086088,0.43906125411746466
7,1.9271865839134656,0.48206666666666664,0.6382570292086689,0.4701448328407939,0.42845580583072423,1.8011368057530397,0.5003,0.6496639416151393,0.4891771759782165,0.44956365940028764
8,1.6826143395671966,0.5239166666666667,0.6458466020057586,0.5123487176666006,0.4715375804492001,1.5469693598473908,0.5719,0.6657875985405635,0.561095936837092,0.5195911064034355
9,1.4287309369552872,0.6072,0.6754902562041575,0.5963858650895981,0.5595567786165768,1.2968658284776529,0.6525,0.6956398511818928,0.642047338159743,0.6084892692077942
10,1.194953054189682,0.6838166666666666,0.7160346857456682,0.673984044931463,0.6466429349461018,1.0832216823176972,0.7208,0.738486540206772,0.7114749891801312,0.6890601755602084
