epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.03943104257363108,0.9078833333333334,0.9067540916820886,0.9068156285447933,0.9067636105155843,0.03169848080860553,0.9166,0.9170499675548103,0.915061356002775,0.9155035438942436
2,0.020893846967741412,0.92285,0.9220725174395492,0.9220794787773275,0.9220669407111675,0.024990936295268464,0.922,0.9233078719417713,0.9222938385006797,0.9213800758294731
3,0.019059699272160044,0.92735,0.9267632787317999,0.9267174879292817,0.9267346252380289,0.027664243005296237,0.9194,0.9213103337273996,0.9195234096646651,0.9189641106251092
4,0.02303800377132041,0.9236166666666666,0.9229631851271985,0.9229436085541838,0.9229448582571868,0.013683136206553283,0.94,0.9402701888889039,0.939277177711926,0.9393644052105943
5,0.030989926969763354,0.9164666666666667,0.9157891839140142,0.9157186844349168,0.9157296028234109,0.0254615905532156,0.9227,0.9233086810161941,0.9221192968032954,0.922079438743614
6,0.015273320084862645,0.9343333333333333,0.9337524095266374,0.9337585891827439,0.9337461417908944,0.014062113745659723,0.9432,0.942717363742285,0.9431387612972097,0.9427766067844139
7,0.01802752918658789,0.9305,0.9299507394237485,0.9299828919737351,0.929953164391847,0.015622961401024845,0.9349,0.9365786680841308,0.9343221959433265,0.9347374990829664
8,0.025560032983070656,0.9183166666666667,0.9175803998141232,0.9175586373308537,0.9175561609899241,0.03761612198253827,0.9068,0.9084073672338431,0.9060745423870806,0.9059150005050537
9,0.02415763428976843,0.9188,0.9181063017625952,0.9181642994353423,0.9181212096351208,0.03157904959816762,0.9088,0.9119872215867563,0.9077553775756245,0.9073027863212613
10,0.023763201179151778,0.91985,0.9190733454068661,0.9191136062717236,0.9190853619606572,0.027237776056800125,0.9207,0.9213361803468526,0.9201551409412779,0.920155278219626
