epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,1.0215069724279144,0.5194666666666666,0.6724181663655349,0.5146155612138991,0.5311099011385899,0.08237111163582242,0.8696,0.8703135957544127,0.8678262422579355,0.8679795573252772
2,0.05710488914359982,0.87995,0.8788243516300593,0.878150824190401,0.8782285845381302,0.045869265872298066,0.904,0.9036023091848252,0.9024517758591969,0.9026182221725725
3,0.036316121662594375,0.9006333333333333,0.8997009649782145,0.8991498499884155,0.899262985034398,0.03383589912968768,0.92,0.9195414756973715,0.9188112693023893,0.9187953015164008
4,0.026539042705809698,0.9134,0.9125666308633577,0.9121629235488051,0.9122387184816907,0.02553070990554403,0.9237,0.9243836021075689,0.9219750579908002,0.9224842374194363
5,0.02231058140396684,0.92105,0.9203596050928093,0.9199890280395608,0.9200811907186821,0.020914123325537666,0.9321,0.9324866651803088,0.9307270181391575,0.9312251309179462
6,0.017977825231446573,0.92695,0.9262665266346101,0.9260148168632849,0.9260787124753257,0.01819624025300711,0.9365,0.9358560081754955,0.9360569464086617,0.935753838643708
7,0.015279903057570725,0.9320333333333334,0.9314429651649816,0.9311730807840879,0.9312472812196461,0.016998280589635394,0.9388,0.9383675575473654,0.938355984495695,0.9380197434454823
8,0.013564511823249631,0.9362333333333334,0.935767663666755,0.9355254498920275,0.9356021870744808,0.013418030071320324,0.9458,0.9451278799224759,0.9452935104890603,0.9451577089576133
9,0.011460784112165372,0.9397333333333333,0.9392580852913325,0.9390344159877081,0.9391023980865691,0.012866398678465956,0.9444,0.9439552285224024,0.9437246971157556,0.9436214158223633
10,0.010806215041053656,0.9419,0.9415100096060265,0.9412862011133385,0.941358980545518,0.011340024529009604,0.9499,0.9496316085669259,0.9493380387135628,0.9493940003341368
