epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,1.9882644381858647,0.43678333333333336,0.5529127504204899,0.42869218556559313,0.3869783733409272,1.062161444858381,0.7279,0.7472327034305151,0.7188969693244696,0.7006106803737315
2,0.6687898293677678,0.82405,0.8243037119421782,0.8199505859002759,0.819053678066686,0.46501336820945616,0.8755,0.8738468348770043,0.873300593315675,0.8730160276251485
3,0.40631434975910796,0.8876666666666667,0.8864883922686196,0.8858213247486374,0.8858272443990376,0.34650183644644017,0.9018,0.9004256766498054,0.9006249797083156,0.9003266880346905
4,0.3281928449948586,0.9064166666666666,0.9054287372402289,0.9050611750549227,0.9050850264676376,0.29328953526961576,0.9145,0.9136204058400803,0.9133777783186826,0.913319072074781
5,0.2829306097204751,0.9176833333333333,0.9168022551882812,0.9165872512557571,0.9166025853825994,0.2558396517115224,0.9239,0.9233247224797395,0.9230356652268998,0.9230203378218416
6,0.24813535191547642,0.9276,0.9268155449887081,0.9266879584742107,0.9266951502928645,0.22461154754421894,0.9314,0.9306561324262601,0.9306585358155279,0.9305868158499125
7,0.219311957968387,0.9357166666666666,0.9351014659581898,0.9349655826579489,0.9349944134817422,0.19845255087040792,0.9398,0.9392457017531235,0.9392626610924317,0.9391805983125684
8,0.1945206205338748,0.9425333333333333,0.9419894371137628,0.9419103922038727,0.9419236035146202,0.17647298329337768,0.9474,0.946895238903864,0.9469163662462572,0.9468459171192641
9,0.17339154264764556,0.9488833333333333,0.948424287817236,0.948393043048523,0.948392942362493,0.15705050851342975,0.9528,0.9525620020993049,0.9522905103236065,0.9523456299794958
10,0.15566407253683756,0.9541,0.9536921243798553,0.9537108786445433,0.9536877318514507,0.14062416137664752,0.9581,0.9578806116610421,0.9578187057508977,0.9577902934502995
