epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,1.7828630829572678,0.3702166666666667,0.6366082699088945,0.3600249874637209,0.3877266566052689,0.5357963176438222,0.8486,0.855728168722016,0.8464968076647054,0.8472958612480987
2,0.3579794838428497,0.8916333333333334,0.8903865842880059,0.8900557443617746,0.8900800643768889,0.23379378429890726,0.9278,0.9270556338066399,0.9268923231560129,0.9267749175232222
3,0.22598225218454998,0.93105,0.9303491796235699,0.9302560349286052,0.9302750269661516,0.19046802220259088,0.9425,0.9432630580066614,0.9416992519242756,0.9417443220531005
4,0.16482513492703438,0.9491166666666667,0.9486821558291256,0.9486515562490924,0.9486516341087551,0.14467087389340405,0.9554,0.9562501283843103,0.9545394384863058,0.955033318618583
5,0.13101463932543994,0.96005,0.9597786847949974,0.9597223060248119,0.9597399973987223,0.12811887623056376,0.9586,0.9592742391599867,0.9581551850979538,0.9581648994889553
6,0.10809051678143441,0.9670666666666666,0.9668467392697234,0.9668573750330729,0.9668457226721234,0.09648905696697718,0.9683,0.968579976529141,0.9675804314049044,0.9679274657686143
7,0.09368893222138286,0.97175,0.9715962310971294,0.9715425139290585,0.9715638754181335,0.07958010993987179,0.9738,0.9739605951112218,0.9732704027317333,0.9735236389846076
8,0.08162513881102204,0.9745,0.9743670151382483,0.9743402744842701,0.9743489772119529,0.07232591626313388,0.9761,0.9760624366000886,0.9758875393565496,0.9759520296141521
9,0.07357765110383431,0.9768333333333333,0.9767200433558478,0.9766665792623039,0.9766900106095155,0.07400532870459707,0.9757,0.9755681317910858,0.9757135555811756,0.9755600069784072
10,0.06629687498332933,0.97905,0.9789616094349375,0.9789128725519177,0.978934727915273,0.06566009769091025,0.977,0.9769628221114097,0.9767053824457866,0.9768038994595049
