epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.24258893488918742,0.9284666666666667,0.9280039000136027,0.9275585592860869,0.9277016203805803,0.10039577479831303,0.9691,0.9690205682194902,0.9690219855761264,0.9689120875848601
2,0.08930303109722833,0.97315,0.9729823637070065,0.9729689201291638,0.9729711778627805,0.07944544593389995,0.9743,0.9744880549828798,0.9741622892828014,0.9742086372862012
3,0.06389560329330464,0.9804333333333334,0.9803666201220047,0.9802894000635478,0.980325647618337,0.059125218209966766,0.9805,0.9806610486808538,0.9803284212065677,0.9804525107359237
4,0.04981117500541732,0.9844,0.9843085541775947,0.9843164033393412,0.9843112127603606,0.053317052082991014,0.9824,0.9823006527310214,0.9822860868838745,0.9822774637456624
5,0.04071528115291148,0.98695,0.9868897976674236,0.9868624163886913,0.9868751049784447,0.05950647815170262,0.9808,0.9805788668001914,0.9808840942789105,0.9806864131963492
6,0.03315809959466569,0.9890333333333333,0.9889849465268352,0.9889821217101623,0.9889831346674243,0.05369975067230281,0.9832,0.9833190280501063,0.9829852313974321,0.9831117955508042
7,0.028550464864370104,0.9913,0.9912606820070471,0.9912565484873476,0.9912582743881864,0.05359960024791547,0.9828,0.9829823071702487,0.9825402066104821,0.9827167580642351
8,0.02484775285605962,0.9917166666666667,0.9916950566661941,0.9916942258337584,0.9916943564722226,0.04274411890423762,0.986,0.9857462259681238,0.9860221119600132,0.9858700908306026
9,0.022480366950505412,0.9925166666666667,0.9924855930180694,0.9924926830825003,0.9924889307997127,0.046907788972358144,0.985,0.984787869584917,0.9849643202235059,0.9848544668180013
10,0.01851419051963991,0.99395,0.993945435344324,0.9939250102410941,0.9939349187836191,0.04604079361896716,0.9857,0.9855184784757294,0.9856655037733697,0.9855763702374565
