epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,2.306114079347297,0.09863333333333334,0.009863497724962082,0.1,0.017955914255806543,2.3051585923334597,0.0958,0.00958,0.1,0.01748494250775689
2,2.3037478062135577,0.09891666666666667,0.01926832530765115,0.10028567426027621,0.018591275015530196,2.3028543192869537,0.0965,0.019524693224999036,0.10068848008839029,0.019064653721808413
3,2.3016560537728674,0.1024,0.02511665567952103,0.10379834143901205,0.024578801876453442,2.3008056841078837,0.1019,0.02525287978766789,0.10601393305759646,0.027359398361892044
4,2.29971095138013,0.11291666666666667,0.02925650433636131,0.11440093958498539,0.036031124499593704,2.2987921101272484,0.1194,0.03070038017580351,0.12324176358493806,0.041961556429729666
5,2.2976793099059734,0.13171666666666668,0.03229709350843729,0.13335286399417012,0.047027424927034836,2.2965840928873438,0.1422,0.033562890889445626,0.1457117673713199,0.0515687458019544
6,2.2953073213349526,0.14918333333333333,0.13353183889177087,0.15095311647144363,0.05287327110086999,2.293867633600903,0.1521,0.134474431572929,0.15536202831866536,0.05565286813131785
7,2.2923007407930616,0.22976666666666667,0.19203432683450547,0.22308564396968783,0.12036525376870677,2.290269090871143,0.2565,0.18215241094968856,0.24639991708238015,0.12414365878606773
8,2.287889737310186,0.25305,0.1879538944513693,0.24252982389849712,0.13359004111397105,2.2848739912555476,0.2555,0.2265574726667306,0.24530114584963908,0.14893188081281064
9,2.281699429697065,0.26298333333333335,0.49690106968932113,0.2525364430870766,0.17106605070338654,2.277212709378285,0.2863,0.5058733955223322,0.2766234558369748,0.2017684213691219
10,2.272060698791862,0.32708333333333334,0.5800723056115445,0.3172881205013919,0.2600159511007353,2.2644459882359596,0.3737,0.5810813770031399,0.3643148587875216,0.3137559535386784
