epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.2935623527407201,0.9114333333333333,0.9109070366010036,0.9103637237054617,0.9105004262943236,0.10517424857243896,0.9683,0.9682774929153369,0.9679013146952427,0.9680145782946502
2,0.0905863006260675,0.9719666666666666,0.9717905227040132,0.9718100885903234,0.9717971451182826,0.0703439534149447,0.9779,0.978011706857483,0.9775674023589913,0.9777111185903236
3,0.06134111085844073,0.9811,0.9809874363973552,0.9810107308692368,0.9809969748102944,0.05452535099425549,0.983,0.9829365958685102,0.982850619891616,0.9828767508490049
4,0.045573721691938254,0.9864166666666667,0.986364701781025,0.9863534560495772,0.986357564665037,0.051335048453977246,0.9829,0.9829415132214951,0.982908678404326,0.9828601551143172
5,0.03831319511867563,0.9875666666666667,0.987481307111224,0.98749161610556,0.9874845576199711,0.062465220982109486,0.9805,0.9807776732052422,0.9802970011956245,0.9803775029726554
6,0.03122569623159747,0.9901,0.9900398324155463,0.9900429271649355,0.990040579940527,0.0434668278063953,0.9849,0.9847533971236639,0.9850076295989625,0.9848626600450073
7,0.02588451976827316,0.99175,0.9917252545859234,0.9917179094320538,0.9917211785057208,0.04830880288741326,0.9855,0.9855705849500339,0.985226923481393,0.985348276136566
8,0.02208539024233691,0.9929666666666667,0.9929453919655853,0.9929456214794813,0.9929450591520906,0.046241711235270024,0.9847,0.9849611954899793,0.9844614202531277,0.984644961758798
9,0.019140582138168334,0.9937666666666667,0.993732378135275,0.9937235380257823,0.9937278369010321,0.043180544143886515,0.9869,0.986784583579238,0.9867859985472214,0.9867726579807415
10,0.015011934023157486,0.99535,0.9953475378453194,0.9953237014141934,0.9953354470698139,0.04345876222253821,0.9867,0.9865893434059926,0.9866519995087784,0.9865880401742706
