epoch,train_loss,train_acc,train_precision,train_recall,train_f1,test_loss,test_acc,test_precision,test_recall,test_f1
1,0.3469820217187725,0.8987333333333334,0.8985898773529966,0.8974179019685342,0.8976168939006216,0.12056317637158427,0.9633,0.963124381680583,0.962920745082319,0.9629625056374188
2,0.12214043270697249,0.96445,0.9641702507991765,0.9642396471962676,0.9642009322868066,0.0879678193718539,0.9744,0.9744474987912769,0.9744235827836377,0.9740845899068138
3,0.0877863905528612,0.9741833333333333,0.9740059875547322,0.9740472097634599,0.9740238817106015,0.07909806426369828,0.9745,0.9750876383020038,0.9739614206978183,0.9742584441950018
4,0.06729199253951015,0.9803333333333333,0.9802512842986195,0.9801990173934854,0.980223691815668,0.05200121432315161,0.984,0.984061639382198,0.9838988295118559,0.9839557617261562
5,0.05680393187184212,0.9825333333333334,0.9824669328350726,0.982422711404285,0.9824430811420596,0.05189038776567541,0.9836,0.983481932708498,0.9834876691269747,0.983437938061812
6,0.049009781401690794,0.98515,0.9850500360951537,0.9850612133954619,0.9850550587475861,0.04650518780271671,0.9851,0.9849763160149887,0.9850235560094642,0.9849671452566431
7,0.04137144298061852,0.9875666666666667,0.9874975145474387,0.9875091879169913,0.9875026181801889,0.04577402668424132,0.9851,0.9853705785853009,0.9849224449452306,0.985072542552774
8,0.038425695097723256,0.9878666666666667,0.9878266967474986,0.9878415874566014,0.9878338540009441,0.04364477924050305,0.9862,0.9862829895438929,0.986097633498724,0.9861673527505068
9,0.03257673964163647,0.9898166666666667,0.9897632208025456,0.9897529580145615,0.9897572452760082,0.04098331706271585,0.9872,0.9871744479406349,0.9871802240252376,0.987162032643092
10,0.0297805975683516,0.9908833333333333,0.9908352383127876,0.9908423879865722,0.9908384708363025,0.04558564105566912,0.9853,0.985403748127782,0.9852176641736822,0.9852929711471082
